date,value,type
14:34:32 28/04/2024,42.05,Humid2
14:34:32 28/04/2024,998.04,Press1
14:34:32 28/04/2024,997.32,Press2
14:34:42 28/04/2024,19.0,Temp1
14:34:42 28/04/2024,19.23,Temp2
14:34:42 28/04/2024,82.56,Humid1
14:34:42 28/04/2024,41.98,Humid2
14:34:42 28/04/2024,998.04,Press1
14:34:42 28/04/2024,997.28,Press2
14:34:52 28/04/2024,19.0,Temp1
14:34:52 28/04/2024,19.22,Temp2
14:34:52 28/04/2024,82.6,Humid1
14:34:52 28/04/2024,42.07,Humid2
14:34:52 28/04/2024,998.08,Press1
14:34:52 28/04/2024,997.27,Press2
14:35:02 28/04/2024,19.02,Temp1
14:35:02 28/04/2024,19.21,Temp2
14:35:02 28/04/2024,82.64,Humid1
14:35:02 28/04/2024,42.2,Humid2
14:35:02 28/04/2024,998.06,Press1
14:35:02 28/04/2024,997.26,Press2
14:35:12 28/04/2024,19.02,Temp1
14:35:12 28/04/2024,19.22,Temp2
14:35:12 28/04/2024,82.65,Humid1
14:35:12 28/04/2024,42.07,Humid2
14:35:12 28/04/2024,997.99,Press1
14:35:12 28/04/2024,997.25,Press2
14:35:22 28/04/2024,19.03,Temp1
14:35:22 28/04/2024,19.23,Temp2
14:35:22 28/04/2024,82.66,Humid1
14:35:22 28/04/2024,41.96,Humid2
14:35:22 28/04/2024,997.96,Press1
14:35:22 28/04/2024,997.26,Press2
14:35:32 28/04/2024,19.02,Temp1
14:35:32 28/04/2024,19.23,Temp2
14:35:32 28/04/2024,82.64,Humid1
14:35:32 28/04/2024,42.0,Humid2
14:35:32 28/04/2024,998.0,Press1
14:35:32 28/04/2024,997.26,Press2
14:35:42 28/04/2024,19.05,Temp1
14:35:42 28/04/2024,19.23,Temp2
14:35:42 28/04/2024,82.63,Humid1
14:35:42 28/04/2024,41.94,Humid2
14:35:42 28/04/2024,998.04,Press1
14:35:42 28/04/2024,997.34,Press2
14:35:52 28/04/2024,19.05,Temp1
14:35:52 28/04/2024,19.23,Temp2
14:35:52 28/04/2024,82.65,Humid1
14:35:52 28/04/2024,42.17,Humid2
14:35:52 28/04/2024,998.05,Press1
14:35:52 28/04/2024,997.39,Press2
14:36:02 28/04/2024,19.05,Temp1
14:36:02 28/04/2024,19.24,Temp2
14:36:02 28/04/2024,82.63,Humid1
14:36:02 28/04/2024,42.02,Humid2
14:36:02 28/04/2024,998.1,Press1
14:36:02 28/04/2024,997.28,Press2
14:36:12 28/04/2024,19.06,Temp1
14:36:12 28/04/2024,19.23,Temp2
14:36:12 28/04/2024,82.61,Humid1
14:36:12 28/04/2024,42.07,Humid2
14:36:12 28/04/2024,998.1,Press1
14:36:12 28/04/2024,997.34,Press2
14:36:22 28/04/2024,19.07,Temp1
14:36:22 28/04/2024,19.23,Temp2
14:36:22 28/04/2024,82.61,Humid1
14:36:22 28/04/2024,42.3,Humid2
14:36:22 28/04/2024,998.09,Press1
14:36:22 28/04/2024,997.37,Press2
14:36:32 28/04/2024,19.08,Temp1
14:36:32 28/04/2024,19.25,Temp2
14:36:32 28/04/2024,82.63,Humid1
14:36:32 28/04/2024,42.17,Humid2
14:36:32 28/04/2024,998.07,Press1
14:36:32 28/04/2024,997.37,Press2
14:36:42 28/04/2024,19.09,Temp1
14:36:42 28/04/2024,19.26,Temp2
14:36:42 28/04/2024,82.63,Humid1
14:36:42 28/04/2024,42.16,Humid2
14:36:42 28/04/2024,998.08,Press1
14:36:42 28/04/2024,997.34,Press2
14:36:52 28/04/2024,19.08,Temp1
14:36:52 28/04/2024,19.26,Temp2
14:36:52 28/04/2024,82.63,Humid1
14:36:52 28/04/2024,42.11,Humid2
14:36:52 28/04/2024,998.1,Press1
14:36:52 28/04/2024,997.34,Press2
14:37:02 28/04/2024,19.09,Temp1
14:37:02 28/04/2024,19.25,Temp2
14:37:02 28/04/2024,82.61,Humid1
14:37:02 28/04/2024,42.13,Humid2
14:37:02 28/04/2024,998.06,Press1
14:37:02 28/04/2024,997.38,Press2
14:37:12 28/04/2024,19.1,Temp1
14:37:12 28/04/2024,19.25,Temp2
14:37:12 28/04/2024,82.66,Humid1
14:37:12 28/04/2024,42.2,Humid2
14:37:12 28/04/2024,998.13,Press1
14:37:12 28/04/2024,997.34,Press2
14:37:22 28/04/2024,19.1,Temp1
14:37:22 28/04/2024,19.25,Temp2
14:37:22 28/04/2024,82.73,Humid1
14:37:22 28/04/2024,42.34,Humid2
14:37:22 28/04/2024,998.16,Press1
14:37:22 28/04/2024,997.38,Press2
14:37:32 28/04/2024,19.1,Temp1
14:37:32 28/04/2024,19.26,Temp2
14:37:32 28/04/2024,82.73,Humid1
14:37:32 28/04/2024,42.23,Humid2
14:37:32 28/04/2024,998.16,Press1
14:37:32 28/04/2024,997.5,Press2
14:37:42 28/04/2024,19.11,Temp1
14:37:42 28/04/2024,19.26,Temp2
14:37:42 28/04/2024,82.72,Humid1
14:37:42 28/04/2024,41.96,Humid2
14:37:42 28/04/2024,998.17,Press1
14:37:42 28/04/2024,997.39,Press2
14:37:52 28/04/2024,19.11,Temp1
14:37:52 28/04/2024,19.25,Temp2
14:37:52 28/04/2024,82.61,Humid1
14:37:52 28/04/2024,42.05,Humid2
14:37:52 28/04/2024,998.12,Press1
14:37:52 28/04/2024,997.41,Press2
14:38:02 28/04/2024,19.12,Temp1
14:38:02 28/04/2024,19.25,Temp2
14:38:02 28/04/2024,82.58,Humid1
14:38:02 28/04/2024,42.02,Humid2
14:38:02 28/04/2024,998.19,Press1
14:38:02 28/04/2024,997.41,Press2
14:38:12 28/04/2024,19.13,Temp1
14:38:12 28/04/2024,19.25,Temp2
14:38:12 28/04/2024,82.56,Humid1
14:38:12 28/04/2024,42.07,Humid2
14:38:12 28/04/2024,998.09,Press1
14:38:12 28/04/2024,997.37,Press2
14:38:22 28/04/2024,19.14,Temp1
14:38:22 28/04/2024,19.25,Temp2
14:38:22 28/04/2024,82.53,Humid1
14:38:22 28/04/2024,42.36,Humid2
14:38:22 28/04/2024,998.25,Press1
14:38:22 28/04/2024,997.48,Press2
14:38:32 28/04/2024,19.15,Temp1
14:38:32 28/04/2024,19.24,Temp2
14:38:32 28/04/2024,82.51,Humid1
14:38:32 28/04/2024,42.27,Humid2
14:38:32 28/04/2024,998.21,Press1
14:38:32 28/04/2024,997.52,Press2
14:38:42 28/04/2024,19.15,Temp1
14:38:42 28/04/2024,19.25,Temp2
14:38:42 28/04/2024,82.51,Humid1
14:38:42 28/04/2024,42.48,Humid2
14:38:42 28/04/2024,998.16,Press1
14:38:42 28/04/2024,997.43,Press2
14:38:52 28/04/2024,19.15,Temp1
14:38:52 28/04/2024,19.26,Temp2
14:38:52 28/04/2024,82.51,Humid1
14:38:52 28/04/2024,42.05,Humid2
14:38:52 28/04/2024,998.21,Press1
14:38:52 28/04/2024,997.45,Press2
14:39:02 28/04/2024,19.15,Temp1
14:39:02 28/04/2024,19.25,Temp2
14:39:02 28/04/2024,82.49,Humid1
14:39:02 28/04/2024,42.19,Humid2
14:39:02 28/04/2024,998.25,Press1
14:39:02 28/04/2024,997.48,Press2
14:39:12 28/04/2024,19.16,Temp1
14:39:12 28/04/2024,19.26,Temp2
14:39:12 28/04/2024,82.51,Humid1
14:39:12 28/04/2024,42.09,Humid2
14:39:12 28/04/2024,998.23,Press1
14:39:12 28/04/2024,997.52,Press2
14:39:22 28/04/2024,19.17,Temp1
14:39:22 28/04/2024,19.24,Temp2
14:39:22 28/04/2024,82.53,Humid1
14:39:22 28/04/2024,42.3,Humid2
14:39:22 28/04/2024,998.22,Press1
14:39:22 28/04/2024,997.52,Press2
14:39:32 28/04/2024,19.17,Temp1
14:39:32 28/04/2024,19.26,Temp2
14:39:32 28/04/2024,82.5,Humid1
14:39:32 28/04/2024,42.37,Humid2
14:39:32 28/04/2024,998.24,Press1
14:39:32 28/04/2024,997.48,Press2
14:39:42 28/04/2024,19.19,Temp1
14:39:42 28/04/2024,19.25,Temp2
14:39:42 28/04/2024,82.49,Humid1
14:39:42 28/04/2024,42.06,Humid2
14:39:42 28/04/2024,998.27,Press1
14:39:42 28/04/2024,997.43,Press2
14:39:52 28/04/2024,19.18,Temp1
14:39:52 28/04/2024,19.24,Temp2
14:39:52 28/04/2024,82.48,Humid1
14:39:52 28/04/2024,42.12,Humid2
14:39:52 28/04/2024,998.18,Press1
14:39:52 28/04/2024,997.47,Press2
14:40:02 28/04/2024,19.2,Temp1
14:40:02 28/04/2024,19.24,Temp2
14:40:02 28/04/2024,82.46,Humid1
14:40:02 28/04/2024,42.14,Humid2
14:40:02 28/04/2024,998.26,Press1
14:40:02 28/04/2024,997.49,Press2
14:40:12 28/04/2024,19.19,Temp1
14:40:12 28/04/2024,19.25,Temp2
14:40:12 28/04/2024,82.47,Humid1
14:40:12 28/04/2024,42.23,Humid2
14:40:12 28/04/2024,998.25,Press1
14:40:12 28/04/2024,997.56,Press2
14:40:22 28/04/2024,19.2,Temp1
14:40:22 28/04/2024,19.24,Temp2
14:40:22 28/04/2024,82.46,Humid1
14:40:22 28/04/2024,42.16,Humid2
14:40:22 28/04/2024,998.15,Press1
14:40:22 28/04/2024,997.41,Press2
14:40:32 28/04/2024,19.2,Temp1
14:40:32 28/04/2024,19.24,Temp2
14:40:32 28/04/2024,82.45,Humid1
14:40:32 28/04/2024,42.12,Humid2
14:40:32 28/04/2024,998.21,Press1
14:40:32 28/04/2024,997.51,Press2
14:40:42 28/04/2024,19.21,Temp1
14:40:42 28/04/2024,19.25,Temp2
14:40:42 28/04/2024,82.45,Humid1
14:40:42 28/04/2024,42.64,Humid2
14:40:42 28/04/2024,998.28,Press1
14:40:42 28/04/2024,997.48,Press2
14:40:52 28/04/2024,19.21,Temp1
14:40:52 28/04/2024,19.26,Temp2
14:40:52 28/04/2024,82.42,Humid1
14:40:52 28/04/2024,42.62,Humid2
14:40:52 28/04/2024,998.23,Press1
14:40:52 28/04/2024,997.45,Press2
14:41:02 28/04/2024,19.21,Temp1
14:41:02 28/04/2024,19.26,Temp2
14:41:02 28/04/2024,82.41,Humid1
14:41:02 28/04/2024,42.15,Humid2
14:41:02 28/04/2024,998.17,Press1
14:41:02 28/04/2024,997.5,Press2
14:41:12 28/04/2024,19.22,Temp1
14:41:12 28/04/2024,19.26,Temp2
14:41:12 28/04/2024,82.44,Humid1
14:41:12 28/04/2024,42.17,Humid2
14:41:12 28/04/2024,998.19,Press1
14:41:12 28/04/2024,997.48,Press2
14:41:22 28/04/2024,19.22,Temp1
14:41:22 28/04/2024,19.26,Temp2
14:41:22 28/04/2024,82.41,Humid1
14:41:22 28/04/2024,42.12,Humid2
14:41:22 28/04/2024,998.24,Press1
14:41:22 28/04/2024,997.5,Press2
14:41:32 28/04/2024,19.23,Temp1
14:41:32 28/04/2024,19.26,Temp2
14:41:32 28/04/2024,82.43,Humid1
14:41:32 28/04/2024,42.3,Humid2
14:41:32 28/04/2024,998.25,Press1
14:41:32 28/04/2024,997.45,Press2
14:41:42 28/04/2024,19.23,Temp1
14:41:42 28/04/2024,19.27,Temp2
14:41:42 28/04/2024,82.43,Humid1
14:41:42 28/04/2024,42.28,Humid2
14:41:42 28/04/2024,998.2,Press1
14:41:42 28/04/2024,997.52,Press2
14:41:52 28/04/2024,19.23,Temp1
14:41:52 28/04/2024,19.27,Temp2
14:41:52 28/04/2024,82.43,Humid1
14:41:52 28/04/2024,42.23,Humid2
14:41:52 28/04/2024,998.31,Press1
14:41:52 28/04/2024,997.52,Press2
14:42:02 28/04/2024,19.23,Temp1
14:42:02 28/04/2024,19.28,Temp2
14:42:02 28/04/2024,82.38,Humid1
14:42:02 28/04/2024,42.69,Humid2
14:42:02 28/04/2024,998.26,Press1
14:42:02 28/04/2024,997.58,Press2
14:42:12 28/04/2024,19.24,Temp1
14:42:12 28/04/2024,19.27,Temp2
14:42:12 28/04/2024,82.38,Humid1
14:42:12 28/04/2024,42.34,Humid2
14:42:12 28/04/2024,998.19,Press1
14:42:12 28/04/2024,997.46,Press2
14:42:22 28/04/2024,19.24,Temp1
14:42:22 28/04/2024,19.27,Temp2
14:42:22 28/04/2024,82.38,Humid1
14:42:22 28/04/2024,42.35,Humid2
14:42:22 28/04/2024,998.19,Press1
14:42:22 28/04/2024,997.46,Press2
14:42:32 28/04/2024,19.24,Temp1
14:42:32 28/04/2024,19.26,Temp2
14:42:32 28/04/2024,82.32,Humid1
14:42:32 28/04/2024,42.49,Humid2
14:42:32 28/04/2024,998.33,Press1
14:42:32 28/04/2024,997.56,Press2
14:42:42 28/04/2024,19.25,Temp1
14:42:42 28/04/2024,19.28,Temp2
14:42:42 28/04/2024,82.28,Humid1
14:42:42 28/04/2024,42.57,Humid2
14:42:42 28/04/2024,998.29,Press1
14:42:42 28/04/2024,997.54,Press2
14:42:52 28/04/2024,19.24,Temp1
14:42:52 28/04/2024,19.27,Temp2
14:42:52 28/04/2024,82.24,Humid1
14:42:52 28/04/2024,42.72,Humid2
14:42:52 28/04/2024,998.25,Press1
14:42:52 28/04/2024,997.48,Press2
14:43:02 28/04/2024,19.25,Temp1
14:43:02 28/04/2024,19.27,Temp2
14:43:02 28/04/2024,82.18,Humid1
14:43:02 28/04/2024,42.36,Humid2
14:43:02 28/04/2024,998.26,Press1
14:43:02 28/04/2024,997.47,Press2
14:43:12 28/04/2024,19.24,Temp1
14:43:12 28/04/2024,19.27,Temp2
14:43:12 28/04/2024,82.18,Humid1
14:43:12 28/04/2024,42.42,Humid2
14:43:12 28/04/2024,998.25,Press1
14:43:12 28/04/2024,997.47,Press2
14:43:22 28/04/2024,19.26,Temp1
14:43:22 28/04/2024,19.28,Temp2
14:43:22 28/04/2024,82.16,Humid1
14:43:22 28/04/2024,42.29,Humid2
14:43:22 28/04/2024,998.3,Press1
14:43:22 28/04/2024,997.45,Press2
14:43:32 28/04/2024,19.25,Temp1
14:43:32 28/04/2024,19.26,Temp2
14:43:32 28/04/2024,82.12,Humid1
14:43:32 28/04/2024,42.47,Humid2
14:43:32 28/04/2024,998.24,Press1
14:43:32 28/04/2024,997.5,Press2
14:43:42 28/04/2024,19.27,Temp1
14:43:42 28/04/2024,19.27,Temp2
14:43:42 28/04/2024,82.09,Humid1
14:43:42 28/04/2024,42.37,Humid2
14:43:42 28/04/2024,998.33,Press1
14:43:42 28/04/2024,997.56,Press2
14:43:52 28/04/2024,19.26,Temp1
14:43:52 28/04/2024,19.28,Temp2
14:43:52 28/04/2024,82.08,Humid1
14:43:52 28/04/2024,42.77,Humid2
14:43:52 28/04/2024,998.26,Press1
14:43:52 28/04/2024,997.55,Press2
14:44:02 28/04/2024,19.27,Temp1
14:44:02 28/04/2024,19.28,Temp2
14:44:02 28/04/2024,82.04,Humid1
14:44:02 28/04/2024,42.71,Humid2
14:44:02 28/04/2024,998.24,Press1
14:44:02 28/04/2024,997.56,Press2
14:44:12 28/04/2024,19.27,Temp1
14:44:12 28/04/2024,19.3,Temp2
14:44:12 28/04/2024,82.02,Humid1
14:44:12 28/04/2024,42.35,Humid2
14:44:12 28/04/2024,998.27,Press1
14:44:12 28/04/2024,997.59,Press2
14:44:22 28/04/2024,19.28,Temp1
14:44:22 28/04/2024,19.28,Temp2
14:44:22 28/04/2024,82.0,Humid1
14:44:22 28/04/2024,42.61,Humid2
14:44:22 28/04/2024,998.23,Press1
14:44:22 28/04/2024,997.47,Press2
14:44:32 28/04/2024,19.28,Temp1
14:44:32 28/04/2024,19.29,Temp2
14:44:32 28/04/2024,82.01,Humid1
14:44:32 28/04/2024,42.52,Humid2
14:44:32 28/04/2024,998.25,Press1
14:44:32 28/04/2024,997.55,Press2
14:44:42 28/04/2024,19.28,Temp1
14:44:42 28/04/2024,19.27,Temp2
14:44:42 28/04/2024,82.0,Humid1
14:44:42 28/04/2024,42.4,Humid2
14:44:42 28/04/2024,998.29,Press1
14:44:42 28/04/2024,997.63,Press2
14:44:52 28/04/2024,19.29,Temp1
14:44:52 28/04/2024,19.28,Temp2
14:44:52 28/04/2024,81.99,Humid1
14:44:52 28/04/2024,42.34,Humid2
14:44:52 28/04/2024,998.3,Press1
14:44:52 28/04/2024,997.64,Press2
14:45:02 28/04/2024,19.29,Temp1
14:45:02 28/04/2024,19.28,Temp2
14:45:02 28/04/2024,81.96,Humid1
14:45:02 28/04/2024,42.19,Humid2
14:45:02 28/04/2024,998.38,Press1
14:45:02 28/04/2024,997.59,Press2
14:45:12 28/04/2024,19.28,Temp1
14:45:12 28/04/2024,19.28,Temp2
14:45:12 28/04/2024,81.98,Humid1
14:45:12 28/04/2024,42.62,Humid2
14:45:12 28/04/2024,998.32,Press1
14:45:12 28/04/2024,997.62,Press2
14:45:22 28/04/2024,21.38,Temp1
14:45:22 28/04/2024,19.28,Temp2
14:45:22 28/04/2024,45.61,Humid1
14:45:22 28/04/2024,42.35,Humid2
14:45:22 28/04/2024,1049.04,Press1
14:45:22 28/04/2024,997.56,Press2
14:45:32 28/04/2024,19.29,Temp1
14:45:32 28/04/2024,19.29,Temp2
14:45:32 28/04/2024,82.04,Humid1
14:45:32 28/04/2024,42.8,Humid2
14:45:32 28/04/2024,998.39,Press1
14:45:32 28/04/2024,997.6,Press2
14:45:42 28/04/2024,21.39,Temp1
14:45:42 28/04/2024,19.3,Temp2
14:45:42 28/04/2024,45.79,Humid1
14:45:42 28/04/2024,42.29,Humid2
14:45:42 28/04/2024,1049.02,Press1
14:45:42 28/04/2024,997.62,Press2
14:45:52 28/04/2024,19.29,Temp1
14:45:52 28/04/2024,19.29,Temp2
14:45:52 28/04/2024,81.99,Humid1
14:45:52 28/04/2024,42.32,Humid2
14:45:52 28/04/2024,998.42,Press1
14:45:52 28/04/2024,997.65,Press2
14:46:02 28/04/2024,19.29,Temp1
14:46:02 28/04/2024,19.27,Temp2
14:46:02 28/04/2024,81.99,Humid1
14:46:02 28/04/2024,42.24,Humid2
14:46:02 28/04/2024,998.33,Press1
14:46:02 28/04/2024,997.57,Press2
14:46:12 28/04/2024,19.3,Temp1
14:46:12 28/04/2024,19.28,Temp2
14:46:12 28/04/2024,81.99,Humid1
14:46:12 28/04/2024,42.76,Humid2
14:46:12 28/04/2024,998.35,Press1
14:46:12 28/04/2024,997.53,Press2
14:46:22 28/04/2024,19.3,Temp1
14:46:22 28/04/2024,19.28,Temp2
14:46:22 28/04/2024,82.0,Humid1
14:46:22 28/04/2024,42.51,Humid2
14:46:22 28/04/2024,998.38,Press1
14:46:22 28/04/2024,997.64,Press2
14:46:32 28/04/2024,19.3,Temp1
14:46:32 28/04/2024,19.29,Temp2
14:46:32 28/04/2024,82.02,Humid1
14:46:32 28/04/2024,42.52,Humid2
14:46:32 28/04/2024,998.27,Press1
14:46:32 28/04/2024,997.6,Press2
14:46:42 28/04/2024,19.3,Temp1
14:46:42 28/04/2024,19.3,Temp2
14:46:42 28/04/2024,82.01,Humid1
14:46:42 28/04/2024,42.32,Humid2
14:46:42 28/04/2024,998.4,Press1
14:46:42 28/04/2024,997.67,Press2
14:46:52 28/04/2024,19.31,Temp1
14:46:52 28/04/2024,19.31,Temp2
14:46:52 28/04/2024,82.0,Humid1
14:46:52 28/04/2024,42.35,Humid2
14:46:52 28/04/2024,998.36,Press1
14:46:52 28/04/2024,997.58,Press2
14:47:02 28/04/2024,19.31,Temp1
14:47:02 28/04/2024,19.29,Temp2
14:47:02 28/04/2024,82.06,Humid1
14:47:02 28/04/2024,42.47,Humid2
14:47:02 28/04/2024,998.33,Press1
14:47:02 28/04/2024,997.62,Press2
14:47:12 28/04/2024,19.32,Temp1
14:47:12 28/04/2024,19.29,Temp2
14:47:12 28/04/2024,81.98,Humid1
14:47:12 28/04/2024,42.38,Humid2
14:47:12 28/04/2024,998.35,Press1
14:47:12 28/04/2024,997.65,Press2
14:47:22 28/04/2024,19.32,Temp1
14:47:22 28/04/2024,19.28,Temp2
14:47:22 28/04/2024,82.01,Humid1
14:47:22 28/04/2024,42.72,Humid2
14:47:22 28/04/2024,998.33,Press1
14:47:22 28/04/2024,997.64,Press2
14:47:32 28/04/2024,19.32,Temp1
14:47:32 28/04/2024,19.28,Temp2
14:47:32 28/04/2024,82.04,Humid1
14:47:32 28/04/2024,43.16,Humid2
14:47:32 28/04/2024,998.26,Press1
14:47:32 28/04/2024,997.58,Press2
14:47:42 28/04/2024,19.33,Temp1
14:47:42 28/04/2024,19.28,Temp2
14:47:42 28/04/2024,82.08,Humid1
14:47:42 28/04/2024,42.9,Humid2
14:47:42 28/04/2024,998.37,Press1
14:47:42 28/04/2024,997.61,Press2
14:47:52 28/04/2024,19.33,Temp1
14:47:52 28/04/2024,19.28,Temp2
14:47:52 28/04/2024,82.1,Humid1
14:47:52 28/04/2024,42.23,Humid2
14:47:52 28/04/2024,998.31,Press1
14:47:52 28/04/2024,997.63,Press2
14:48:02 28/04/2024,19.34,Temp1
14:48:02 28/04/2024,19.29,Temp2
14:48:02 28/04/2024,82.12,Humid1
14:48:02 28/04/2024,42.55,Humid2
14:48:02 28/04/2024,998.35,Press1
14:48:02 28/04/2024,997.62,Press2
14:48:12 28/04/2024,19.34,Temp1
14:48:12 28/04/2024,19.3,Temp2
14:48:12 28/04/2024,82.15,Humid1
14:48:12 28/04/2024,43.2,Humid2
14:48:12 28/04/2024,998.41,Press1
14:48:12 28/04/2024,997.7,Press2
14:48:22 28/04/2024,19.34,Temp1
14:48:22 28/04/2024,19.3,Temp2
14:48:22 28/04/2024,82.15,Humid1
14:48:22 28/04/2024,42.7,Humid2
14:48:22 28/04/2024,998.35,Press1
14:48:22 28/04/2024,997.68,Press2
14:48:32 28/04/2024,19.35,Temp1
14:48:32 28/04/2024,19.32,Temp2
14:48:32 28/04/2024,82.17,Humid1
14:48:32 28/04/2024,42.96,Humid2
14:48:32 28/04/2024,998.37,Press1
14:48:32 28/04/2024,997.55,Press2
14:48:42 28/04/2024,19.35,Temp1
14:48:42 28/04/2024,19.32,Temp2
14:48:42 28/04/2024,82.18,Humid1
14:48:42 28/04/2024,42.5,Humid2
14:48:42 28/04/2024,998.37,Press1
14:48:42 28/04/2024,997.61,Press2
14:48:52 28/04/2024,19.35,Temp1
14:48:52 28/04/2024,19.32,Temp2
14:48:52 28/04/2024,82.19,Humid1
14:48:52 28/04/2024,42.27,Humid2
14:48:52 28/04/2024,998.46,Press1
14:48:52 28/04/2024,997.71,Press2
14:49:02 28/04/2024,19.35,Temp1
14:49:02 28/04/2024,19.32,Temp2
14:49:02 28/04/2024,82.16,Humid1
14:49:02 28/04/2024,42.39,Humid2
14:49:02 28/04/2024,998.4,Press1
14:49:02 28/04/2024,997.6,Press2
14:49:12 28/04/2024,19.34,Temp1
14:49:12 28/04/2024,19.31,Temp2
14:49:12 28/04/2024,82.09,Humid1
14:49:12 28/04/2024,42.51,Humid2
14:49:12 28/04/2024,998.33,Press1
14:49:12 28/04/2024,997.64,Press2
14:49:22 28/04/2024,19.35,Temp1
14:49:22 28/04/2024,19.32,Temp2
14:49:22 28/04/2024,82.08,Humid1
14:49:22 28/04/2024,42.48,Humid2
14:49:22 28/04/2024,998.37,Press1
14:49:22 28/04/2024,997.69,Press2
14:49:32 28/04/2024,19.35,Temp1
14:49:32 28/04/2024,19.32,Temp2
14:49:32 28/04/2024,82.01,Humid1
14:49:32 28/04/2024,42.45,Humid2
14:49:32 28/04/2024,998.43,Press1
14:49:32 28/04/2024,997.61,Press2
14:49:42 28/04/2024,19.36,Temp1
14:49:42 28/04/2024,19.33,Temp2
14:49:42 28/04/2024,82.01,Humid1
14:49:42 28/04/2024,42.69,Humid2
14:49:42 28/04/2024,998.41,Press1
14:49:42 28/04/2024,997.68,Press2
14:49:52 28/04/2024,19.35,Temp1
14:49:52 28/04/2024,19.33,Temp2
14:49:52 28/04/2024,81.96,Humid1
14:49:52 28/04/2024,42.3,Humid2
14:49:52 28/04/2024,998.45,Press1
14:49:52 28/04/2024,997.67,Press2
14:50:02 28/04/2024,19.35,Temp1
14:50:02 28/04/2024,19.31,Temp2
14:50:02 28/04/2024,81.95,Humid1
14:50:02 28/04/2024,42.44,Humid2
14:50:02 28/04/2024,998.43,Press1
14:50:02 28/04/2024,997.66,Press2
14:50:12 28/04/2024,19.36,Temp1
14:50:12 28/04/2024,19.3,Temp2
14:50:12 28/04/2024,81.88,Humid1
14:50:12 28/04/2024,42.21,Humid2
14:50:12 28/04/2024,998.41,Press1
14:50:12 28/04/2024,997.67,Press2
14:50:22 28/04/2024,19.36,Temp1
14:50:22 28/04/2024,19.32,Temp2
14:50:22 28/04/2024,81.85,Humid1
14:50:22 28/04/2024,42.58,Humid2
14:50:22 28/04/2024,998.45,Press1
14:50:22 28/04/2024,997.65,Press2
14:50:32 28/04/2024,19.37,Temp1
14:50:32 28/04/2024,19.32,Temp2
14:50:32 28/04/2024,82.02,Humid1
14:50:32 28/04/2024,42.47,Humid2
14:50:32 28/04/2024,998.37,Press1
14:50:32 28/04/2024,997.66,Press2
14:50:42 28/04/2024,19.38,Temp1
14:50:42 28/04/2024,19.33,Temp2
14:50:42 28/04/2024,81.8,Humid1
14:50:42 28/04/2024,42.51,Humid2
14:50:42 28/04/2024,998.5,Press1
14:50:42 28/04/2024,997.76,Press2
14:50:52 28/04/2024,19.37,Temp1
14:50:52 28/04/2024,19.32,Temp2
14:50:52 28/04/2024,82.04,Humid1
14:50:52 28/04/2024,42.37,Humid2
14:50:52 28/04/2024,998.4,Press1
14:50:52 28/04/2024,997.63,Press2
14:51:02 28/04/2024,19.38,Temp1
14:51:02 28/04/2024,19.3,Temp2
14:51:02 28/04/2024,81.75,Humid1
14:51:02 28/04/2024,42.23,Humid2
14:51:02 28/04/2024,998.39,Press1
14:51:02 28/04/2024,997.68,Press2
14:51:12 28/04/2024,19.38,Temp1
14:51:12 28/04/2024,19.3,Temp2
14:51:12 28/04/2024,81.78,Humid1
14:51:12 28/04/2024,42.48,Humid2
14:51:12 28/04/2024,998.45,Press1
14:51:12 28/04/2024,997.73,Press2
14:51:22 28/04/2024,19.38,Temp1
14:51:22 28/04/2024,19.3,Temp2
14:51:22 28/04/2024,81.76,Humid1
14:51:22 28/04/2024,42.32,Humid2
14:51:22 28/04/2024,998.51,Press1
14:51:22 28/04/2024,997.73,Press2
14:51:32 28/04/2024,19.38,Temp1
14:51:32 28/04/2024,19.3,Temp2
14:51:32 28/04/2024,81.76,Humid1
14:51:32 28/04/2024,42.3,Humid2
14:51:32 28/04/2024,998.48,Press1
14:51:32 28/04/2024,997.73,Press2
14:51:42 28/04/2024,19.38,Temp1
14:51:42 28/04/2024,19.28,Temp2
14:51:42 28/04/2024,81.8,Humid1
14:51:42 28/04/2024,42.4,Humid2
14:51:42 28/04/2024,998.48,Press1
14:51:42 28/04/2024,997.7,Press2
14:51:52 28/04/2024,19.4,Temp1
14:51:52 28/04/2024,19.31,Temp2
14:51:52 28/04/2024,81.77,Humid1
14:51:52 28/04/2024,42.39,Humid2
14:51:52 28/04/2024,998.5,Press1
14:51:52 28/04/2024,997.69,Press2
14:52:02 28/04/2024,19.38,Temp1
14:52:02 28/04/2024,19.3,Temp2
14:52:02 28/04/2024,81.76,Humid1
14:52:02 28/04/2024,42.12,Humid2
14:52:02 28/04/2024,998.43,Press1
14:52:02 28/04/2024,997.76,Press2
14:52:12 28/04/2024,19.4,Temp1
14:52:12 28/04/2024,19.31,Temp2
14:52:12 28/04/2024,81.74,Humid1
14:52:12 28/04/2024,42.14,Humid2
14:52:12 28/04/2024,998.44,Press1
14:52:12 28/04/2024,997.69,Press2
14:52:22 28/04/2024,19.39,Temp1
14:52:22 28/04/2024,19.31,Temp2
14:52:22 28/04/2024,81.75,Humid1
14:52:22 28/04/2024,42.31,Humid2
14:52:22 28/04/2024,998.35,Press1
14:52:22 28/04/2024,997.71,Press2
